Section_Number,FIR_Complaint,Offense,Punishment,Cognizable,Bailable,Court
Section 316,I would like to report that causing death of a quick unborn child by an act amounting to culpable homicide. The incident happened at workplace. This occurred around morning. The accused is known to me. I have evidence in the form of medical reports.,Causing death of a quick unborn child by an act amounting to culpable homicide,10 Years and Fine,Cognizable,Non-Bailable,Court of Session
Section 316,I am filing this complaint regarding an incident where causing death of a quick unborn child by an act amounting to culpable homicide. The incident happened at road. This occurred around night. The accused is unknown. I have evidence in the form of physical evidence.,Causing death of a quick unborn child by an act amounting to culpable homicide,10 Years and Fine,Cognizable,Non-Bailable,Court of Session
Section 316,"This is to report that on 10-09-2024, causing death of a quick unborn child by an act amounting to culpable homicide occurred. The incident happened at workplace. This occurred around morning. The accused is a stranger. I have evidence in the form of photographs.",Causing death of a quick unborn child by an act amounting to culpable homicide,10 Years and Fine,Cognizable,Non-Bailable,Court of Session
Section 316,I wish to file an FIR as causing death of a quick unborn child by an act amounting to culpable homicide has taken place. The incident happened at home. This occurred around early morning. The accused is unknown. I have evidence in the form of photographs.,Causing death of a quick unborn child by an act amounting to culpable homicide,10 Years and Fine,Cognizable,Non-Bailable,Court of Session
Section 317,I would like to report that exposure of a child under 12 years of age by parent or person having care of it with intention of wholly abandoning it. The incident happened at market. This occurred around evening. The accused is my neighbor. I have evidence in the form of physical evidence.,Exposure of a child under 12 Years of age by parent or person having care of it with intention of wholly abandoning it,7 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class; Session in M.P.
Section 317,I am filing this complaint regarding an incident where exposure of a child under 12 years of age by parent or person having care of it with intention of wholly abandoning it. The incident happened at shop. This occurred around afternoon. The accused is unknown. I have evidence in the form of physical evidence.,Exposure of a child under 12 Years of age by parent or person having care of it with intention of wholly abandoning it,7 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class; Session in M.P.
Section 317,I would like to report that exposure of a child under 12 years of age by parent or person having care of it with intention of wholly abandoning it. The incident happened at train. This occurred around night. The accused is a relative. I have evidence in the form of video recording.,Exposure of a child under 12 Years of age by parent or person having care of it with intention of wholly abandoning it,7 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class; Session in M.P.
Section 317,I am filing this complaint regarding an incident where exposure of a child under 12 years of age by parent or person having care of it with intention of wholly abandoning it. The incident happened at public place. This occurred around afternoon. The accused is my neighbor. I have evidence in the form of witnesses.,Exposure of a child under 12 Years of age by parent or person having care of it with intention of wholly abandoning it,7 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class; Session in M.P.
Section 317,I would like to report that exposure of a child under 12 years of age by parent or person having care of it with intention of wholly abandoning it. The incident happened at road. This occurred around night. The accused is my neighbor. I have evidence in the form of medical reports.,Exposure of a child under 12 Years of age by parent or person having care of it with intention of wholly abandoning it,7 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class; Session in M.P.
Section 318,"On 05-12-2024, I witnessed/experienced concealment of birth by secret disposal of dead body. The incident happened at shop. This occurred around early morning. The accused is a relative. I have evidence in the form of documents.",Concealment of birth by secret disposal of dead body,2 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class; Session in M.P.
Section 318,I would like to report that concealment of birth by secret disposal of dead body. The incident happened at restaurant. This occurred around evening. The accused is a colleague. I have evidence in the form of video recording.,Concealment of birth by secret disposal of dead body,2 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class; Session in M.P.
Section 318,I would like to report that concealment of birth by secret disposal of dead body. The incident happened at market. This occurred around morning. The accused is unknown. I have evidence in the form of witnesses.,Concealment of birth by secret disposal of dead body,2 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class; Session in M.P.
Section 318,"On 02-08-2023, I witnessed/experienced concealment of birth by secret disposal of dead body. The incident happened at market. This occurred around night. The accused is a colleague. I have evidence in the form of witnesses.",Concealment of birth by secret disposal of dead body,2 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class; Session in M.P.
Section 318,I would like to report that concealment of birth by secret disposal of dead body. The incident happened at train. This occurred around evening. The accused is my neighbor. I have evidence in the form of documents.,Concealment of birth by secret disposal of dead body,2 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class; Session in M.P.
Section 319,I wish to file an FIR as the incident described has taken place. The incident happened at restaurant. This occurred around night. The accused is a colleague. I have evidence in the form of photographs.,,,,,
Section 319,I would like to report that the incident described. The incident happened at market. This occurred around afternoon. The accused is unknown. I have evidence in the form of photographs.,,,,,
Section 319,"This is to report that on 29-02-2024, the incident described occurred. The incident happened at train. This occurred around afternoon. The accused is my neighbor. I have evidence in the form of medical reports.",,,,,
Section 319,I would like to report that the incident described. The incident happened at train. This occurred around afternoon. The accused is a stranger. I have evidence in the form of witnesses.,,,,,
Section 319,"On 08-03-2024, I witnessed/experienced the incident described. The incident happened at home. This occurred around early morning. The accused is a colleague. I have evidence in the form of medical reports.",,,,,
Section 320,I wish to file an FIR as the incident described has taken place. The incident happened at restaurant. This occurred around evening. The accused is a relative. I have evidence in the form of witnesses.,,,,,
Section 320,I am filing this complaint regarding an incident where the incident described. The incident happened at bus. This occurred around morning. The accused is a colleague. I have evidence in the form of documents.,,,,,
Section 320,"On 10-05-2023, I witnessed/experienced the incident described. The incident happened at bus. This occurred around evening. The accused is a stranger. I have evidence in the form of documents.",,,,,
Section 320,I wish to file an FIR as the incident described has taken place. The incident happened at market. This occurred around evening. The accused is a stranger. I have evidence in the form of witnesses.,,,,,
Section 320,I am filing this complaint regarding an incident where the incident described. The incident happened at shop. This occurred around early morning. The accused is a relative. I have evidence in the form of witnesses.,,,,,
Section 321,"On 01-07-2023, I witnessed/experienced the incident described. The incident happened at workplace. This occurred around evening. The accused is a relative. I have evidence in the form of photographs.",,,,,
Section 321,I would like to report that the incident described. The incident happened at train. This occurred around evening. The accused is a relative. I have evidence in the form of medical reports.,,,,,
Section 321,"This is to report that on 29-11-2023, the incident described occurred. The incident happened at road. This occurred around early morning. The accused is a colleague. I have evidence in the form of video recording.",,,,,
Section 321,I would like to report that the incident described. The incident happened at workplace. This occurred around afternoon. The accused is my neighbor. I have evidence in the form of witnesses.,,,,,
Section 321,I wish to file an FIR as the incident described has taken place. The incident happened at restaurant. This occurred around afternoon. The accused is unknown. I have evidence in the form of witnesses.,,,,,
Section 322,"On 28-07-2024, I witnessed/experienced the incident described. The incident happened at market. This occurred around early morning. The accused is my neighbor. I have evidence in the form of video recording.",,,,,
Section 322,"This is to report that on 27-08-2023, the incident described occurred. The incident happened at train. This occurred around afternoon. The accused is a colleague. I have evidence in the form of documents.",,,,,
Section 322,"On 31-07-2024, I witnessed/experienced the incident described. The incident happened at train. This occurred around morning. The accused is my neighbor. I have evidence in the form of documents.",,,,,
Section 322,I would like to report that the incident described. The incident happened at shop. This occurred around morning. The accused is a stranger. I have evidence in the form of physical evidence.,,,,,
Section 322,I wish to file an FIR as the incident described has taken place. The incident happened at public place. This occurred around morning. The accused is unknown. I have evidence in the form of witnesses.,,,,,
Section 323,"This is to report that on 05-01-2025, voluntarily causing hurt occurred. The incident happened at restaurant. This occurred around early morning. The accused is a stranger. I have evidence in the form of video recording.",Voluntarily causing hurt,1 Year or Fine or Both,Non-Cognizable,Bailable,Any Magistrate
Section 323,I would like to report that voluntarily causing hurt. The incident happened at workplace. This occurred around night. The accused is a stranger. I have evidence in the form of video recording.,Voluntarily causing hurt,1 Year or Fine or Both,Non-Cognizable,Bailable,Any Magistrate
Section 323,I am filing this complaint regarding an incident where voluntarily causing hurt. The incident happened at road. This occurred around morning. The accused is known to me. I have evidence in the form of photographs.,Voluntarily causing hurt,1 Year or Fine or Both,Non-Cognizable,Bailable,Any Magistrate
Section 323,I wish to file an FIR as voluntarily causing hurt has taken place. The incident happened at public place. This occurred around night. The accused is my neighbor. I have evidence in the form of physical evidence.,Voluntarily causing hurt,1 Year or Fine or Both,Non-Cognizable,Bailable,Any Magistrate
Section 323,I am filing this complaint regarding an incident where voluntarily causing hurt. The incident happened at market. This occurred around evening. The accused is unknown. I have evidence in the form of witnesses.,Voluntarily causing hurt,1 Year or Fine or Both,Non-Cognizable,Bailable,Any Magistrate
Section 324,"On 01-03-2025, I witnessed/experienced voluntarily causing hurt by dangerous weapons or means. The incident happened at restaurant. This occurred around morning. The accused is unknown. I have evidence in the form of documents.",Voluntarily causing hurt by dangerous weapons or means,3 Years or Fine or Both,Cognizable,Non-Bailable,Any Magistrate
Section 324,I am filing this complaint regarding an incident where voluntarily causing hurt by dangerous weapons or means. The incident happened at workplace. This occurred around afternoon. The accused is unknown. I have evidence in the form of physical evidence.,Voluntarily causing hurt by dangerous weapons or means,3 Years or Fine or Both,Cognizable,Non-Bailable,Any Magistrate
Section 324,I wish to file an FIR as voluntarily causing hurt by dangerous weapons or means has taken place. The incident happened at market. This occurred around afternoon. The accused is a relative. I have evidence in the form of photographs.,Voluntarily causing hurt by dangerous weapons or means,3 Years or Fine or Both,Cognizable,Non-Bailable,Any Magistrate
Section 324,I am filing this complaint regarding an incident where voluntarily causing hurt by dangerous weapons or means. The incident happened at train. This occurred around evening. The accused is a stranger. I have evidence in the form of documents.,Voluntarily causing hurt by dangerous weapons or means,3 Years or Fine or Both,Cognizable,Non-Bailable,Any Magistrate
Section 324,I wish to file an FIR as voluntarily causing hurt by dangerous weapons or means has taken place. The incident happened at home. This occurred around evening. The accused is my neighbor. I have evidence in the form of documents.,Voluntarily causing hurt by dangerous weapons or means,3 Years or Fine or Both,Cognizable,Non-Bailable,Any Magistrate
Section 325,"On 20-03-2025, I witnessed/experienced voluntarily causing grievous hurt. The incident happened at road. This occurred around morning. The accused is a colleague. I have evidence in the form of documents.",Voluntarily causing grievous hurt,7 Years + Fine,Cognizable,Bailable,Any Magistrate
Section 325,"On 27-01-2024, I witnessed/experienced voluntarily causing grievous hurt. The incident happened at market. This occurred around night. The accused is my neighbor. I have evidence in the form of witnesses.",Voluntarily causing grievous hurt,7 Years + Fine,Cognizable,Bailable,Any Magistrate
Section 325,I am filing this complaint regarding an incident where voluntarily causing grievous hurt. The incident happened at public place. This occurred around morning. The accused is a relative. I have evidence in the form of medical reports.,Voluntarily causing grievous hurt,7 Years + Fine,Cognizable,Bailable,Any Magistrate
Section 325,I would like to report that voluntarily causing grievous hurt. The incident happened at shop. This occurred around afternoon. The accused is a relative. I have evidence in the form of video recording.,Voluntarily causing grievous hurt,7 Years + Fine,Cognizable,Bailable,Any Magistrate
Section 325,"This is to report that on 21-09-2024, voluntarily causing grievous hurt occurred. The incident happened at public place. This occurred around morning. The accused is a colleague. I have evidence in the form of witnesses.",Voluntarily causing grievous hurt,7 Years + Fine,Cognizable,Bailable,Any Magistrate
Section 326,I wish to file an FIR as voluntarily causing grievous hurt by dangerous weapons or means has taken place. The incident happened at public place. This occurred around morning. The accused is my neighbor. I have evidence in the form of documents.,Voluntarily causing grievous hurt by dangerous weapons or means,Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class; Session in M.P.
Section 326,"This is to report that on 13-05-2024, voluntarily causing grievous hurt by dangerous weapons or means occurred. The incident happened at workplace. This occurred around night. The accused is known to me. I have evidence in the form of documents.",Voluntarily causing grievous hurt by dangerous weapons or means,Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class; Session in M.P.
Section 326,"On 06-07-2024, I witnessed/experienced voluntarily causing grievous hurt by dangerous weapons or means. The incident happened at bus. This occurred around night. The accused is my neighbor. I have evidence in the form of photographs.",Voluntarily causing grievous hurt by dangerous weapons or means,Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class; Session in M.P.
Section 326,"On 30-07-2024, I witnessed/experienced voluntarily causing grievous hurt by dangerous weapons or means. The incident happened at workplace. This occurred around night. The accused is my neighbor. I have evidence in the form of documents.",Voluntarily causing grievous hurt by dangerous weapons or means,Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class; Session in M.P.
Section 326,I would like to report that voluntarily causing grievous hurt by dangerous weapons or means. The incident happened at road. This occurred around early morning. The accused is a colleague. I have evidence in the form of physical evidence.,Voluntarily causing grievous hurt by dangerous weapons or means,Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class; Session in M.P.
Section 326,"On 20-09-2024, I witnessed/experienced voluntarily causing grievous hurt by use of acid, etc.. The incident happened at train. This occurred around night. The accused is my neighbor. I have evidence in the form of physical evidence.","Voluntarily causing grievous hurt by use of acid, etc.",10 years to Life + Fine paid to the victim,Cognizable,Non-bailable,Court of Session
Section 326,"I wish to file an FIR as voluntarily causing grievous hurt by use of acid, etc. has taken place. The incident happened at home. This occurred around night. The accused is a colleague. I have evidence in the form of video recording.","Voluntarily causing grievous hurt by use of acid, etc.",10 years to Life + Fine paid to the victim,Cognizable,Non-bailable,Court of Session
Section 326,"I would like to report that voluntarily causing grievous hurt by use of acid, etc.. The incident happened at restaurant. This occurred around morning. The accused is a relative. I have evidence in the form of witnesses.","Voluntarily causing grievous hurt by use of acid, etc.",10 years to Life + Fine paid to the victim,Cognizable,Non-bailable,Court of Session
Section 326,"On 08-01-2025, I witnessed/experienced voluntarily causing grievous hurt by use of acid, etc.. The incident happened at bus. This occurred around afternoon. The accused is known to me. I have evidence in the form of photographs.","Voluntarily causing grievous hurt by use of acid, etc.",10 years to Life + Fine paid to the victim,Cognizable,Non-bailable,Court of Session
Section 326,"I would like to report that voluntarily causing grievous hurt by use of acid, etc.. The incident happened at workplace. This occurred around evening. The accused is my neighbor. I have evidence in the form of physical evidence.","Voluntarily causing grievous hurt by use of acid, etc.",10 years to Life + Fine paid to the victim,Cognizable,Non-bailable,Court of Session
Section 326,I wish to file an FIR as voluntarily throwing or attempting to throw acid has taken place. The incident happened at bus. This occurred around early morning. The accused is a relative. I have evidence in the form of physical evidence.,Voluntarily throwing or attempting to throw acid,5 to 7 years + Fine,Cognizable,Non-bailable,Court of Session
Section 326,"This is to report that on 16-09-2024, voluntarily throwing or attempting to throw acid occurred. The incident happened at workplace. This occurred around evening. The accused is a colleague. I have evidence in the form of documents.",Voluntarily throwing or attempting to throw acid,5 to 7 years + Fine,Cognizable,Non-bailable,Court of Session
Section 326,I wish to file an FIR as voluntarily throwing or attempting to throw acid has taken place. The incident happened at market. This occurred around afternoon. The accused is a colleague. I have evidence in the form of medical reports.,Voluntarily throwing or attempting to throw acid,5 to 7 years + Fine,Cognizable,Non-bailable,Court of Session
Section 326,I am filing this complaint regarding an incident where voluntarily throwing or attempting to throw acid. The incident happened at public place. This occurred around morning. The accused is unknown. I have evidence in the form of physical evidence.,Voluntarily throwing or attempting to throw acid,5 to 7 years + Fine,Cognizable,Non-bailable,Court of Session
Section 326,I would like to report that voluntarily throwing or attempting to throw acid. The incident happened at road. This occurred around early morning. The accused is known to me. I have evidence in the form of documents.,Voluntarily throwing or attempting to throw acid,5 to 7 years + Fine,Cognizable,Non-bailable,Court of Session
Section 327,"I am filing this complaint regarding an incident where voluntarily causing hurt to extort property or a valuable security, or to constrain to do anything which is illegal or which may facilitate the commission of an offence. The incident happened at bus. This occurred around morning. The accused is a colleague. I have evidence in the form of photographs.","Voluntarily causing hurt to extort property or a valuable security, or to constrain to do anything which is illegal or which may facilitate the commission of an offence",10 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 327,"This is to report that on 31-03-2024, voluntarily causing hurt to extort property or a valuable security, or to constrain to do anything which is illegal or which may facilitate the commission of an offence occurred. The incident happened at public place. This occurred around early morning. The accused is a stranger. I have evidence in the form of documents.","Voluntarily causing hurt to extort property or a valuable security, or to constrain to do anything which is illegal or which may facilitate the commission of an offence",10 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 327,"I am filing this complaint regarding an incident where voluntarily causing hurt to extort property or a valuable security, or to constrain to do anything which is illegal or which may facilitate the commission of an offence. The incident happened at market. This occurred around afternoon. The accused is a stranger. I have evidence in the form of documents.","Voluntarily causing hurt to extort property or a valuable security, or to constrain to do anything which is illegal or which may facilitate the commission of an offence",10 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 327,"I am filing this complaint regarding an incident where voluntarily causing hurt to extort property or a valuable security, or to constrain to do anything which is illegal or which may facilitate the commission of an offence. The incident happened at workplace. This occurred around evening. The accused is unknown. I have evidence in the form of medical reports.","Voluntarily causing hurt to extort property or a valuable security, or to constrain to do anything which is illegal or which may facilitate the commission of an offence",10 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 327,"On 27-07-2023, I witnessed/experienced voluntarily causing hurt to extort property or a valuable security, or to constrain to do anything which is illegal or which may facilitate the commission of an offence. The incident happened at bus. This occurred around afternoon. The accused is a relative. I have evidence in the form of photographs.","Voluntarily causing hurt to extort property or a valuable security, or to constrain to do anything which is illegal or which may facilitate the commission of an offence",10 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 328,"This is to report that on 30-10-2023, administering stupefying drug with intent to cause hurt, etc. occurred. The incident happened at home. This occurred around night. The accused is a stranger. I have evidence in the form of photographs.","Administering stupefying drug with intent to cause hurt, etc.",10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 328,"On 14-08-2024, I witnessed/experienced administering stupefying drug with intent to cause hurt, etc.. The incident happened at shop. This occurred around afternoon. The accused is a colleague. I have evidence in the form of video recording.","Administering stupefying drug with intent to cause hurt, etc.",10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 328,"I would like to report that administering stupefying drug with intent to cause hurt, etc.. The incident happened at bus. This occurred around early morning. The accused is a colleague. I have evidence in the form of video recording.","Administering stupefying drug with intent to cause hurt, etc.",10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 328,"I would like to report that administering stupefying drug with intent to cause hurt, etc.. The incident happened at shop. This occurred around afternoon. The accused is unknown. I have evidence in the form of documents.","Administering stupefying drug with intent to cause hurt, etc.",10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 328,"I wish to file an FIR as administering stupefying drug with intent to cause hurt, etc. has taken place. The incident happened at public place. This occurred around morning. The accused is unknown. I have evidence in the form of witnesses.","Administering stupefying drug with intent to cause hurt, etc.",10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 329,"This is to report that on 09-02-2024, voluntarily causing grievous hurt to extort property or a valuable security, or to constrain to do anything which is illegal, or which may facilitate the commission of an offence occurred. The incident happened at public place. This occurred around morning. The accused is a relative. I have evidence in the form of physical evidence.","Voluntarily causing grievous hurt to extort property or a valuable security, or to constrain to do anything which is illegal, or which may facilitate the commission of an offence",Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 329,"I am filing this complaint regarding an incident where voluntarily causing grievous hurt to extort property or a valuable security, or to constrain to do anything which is illegal, or which may facilitate the commission of an offence. The incident happened at shop. This occurred around afternoon. The accused is my neighbor. I have evidence in the form of photographs.","Voluntarily causing grievous hurt to extort property or a valuable security, or to constrain to do anything which is illegal, or which may facilitate the commission of an offence",Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 329,"I would like to report that voluntarily causing grievous hurt to extort property or a valuable security, or to constrain to do anything which is illegal, or which may facilitate the commission of an offence. The incident happened at home. This occurred around early morning. The accused is a stranger. I have evidence in the form of photographs.","Voluntarily causing grievous hurt to extort property or a valuable security, or to constrain to do anything which is illegal, or which may facilitate the commission of an offence",Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 329,"On 10-06-2023, I witnessed/experienced voluntarily causing grievous hurt to extort property or a valuable security, or to constrain to do anything which is illegal, or which may facilitate the commission of an offence. The incident happened at public place. This occurred around afternoon. The accused is my neighbor. I have evidence in the form of medical reports.","Voluntarily causing grievous hurt to extort property or a valuable security, or to constrain to do anything which is illegal, or which may facilitate the commission of an offence",Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 329,"I would like to report that voluntarily causing grievous hurt to extort property or a valuable security, or to constrain to do anything which is illegal, or which may facilitate the commission of an offence. The incident happened at bus. This occurred around evening. The accused is a relative. I have evidence in the form of photographs.","Voluntarily causing grievous hurt to extort property or a valuable security, or to constrain to do anything which is illegal, or which may facilitate the commission of an offence",Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 330,"On 02-05-2024, I witnessed/experienced voluntarily causing hurt to extort confession or information of property, etc.. The incident happened at restaurant. This occurred around night. The accused is a relative. I have evidence in the form of photographs.","Voluntarily causing hurt to extort confession or information of property, etc.",7 Years + Fine,Cognizable,Bailable,Magistrate First Class
Section 330,"I would like to report that voluntarily causing hurt to extort confession or information of property, etc.. The incident happened at public place. This occurred around morning. The accused is a colleague. I have evidence in the form of physical evidence.","Voluntarily causing hurt to extort confession or information of property, etc.",7 Years + Fine,Cognizable,Bailable,Magistrate First Class
Section 330,"I wish to file an FIR as voluntarily causing hurt to extort confession or information of property, etc. has taken place. The incident happened at shop. This occurred around early morning. The accused is a stranger. I have evidence in the form of witnesses.","Voluntarily causing hurt to extort confession or information of property, etc.",7 Years + Fine,Cognizable,Bailable,Magistrate First Class
Section 330,"This is to report that on 08-08-2024, voluntarily causing hurt to extort confession or information of property, etc. occurred. The incident happened at road. This occurred around evening. The accused is unknown. I have evidence in the form of physical evidence.","Voluntarily causing hurt to extort confession or information of property, etc.",7 Years + Fine,Cognizable,Bailable,Magistrate First Class
Section 330,"I am filing this complaint regarding an incident where voluntarily causing hurt to extort confession or information of property, etc.. The incident happened at train. This occurred around afternoon. The accused is known to me. I have evidence in the form of photographs.","Voluntarily causing hurt to extort confession or information of property, etc.",7 Years + Fine,Cognizable,Bailable,Magistrate First Class
Section 331,"This is to report that on 11-02-2024, voluntarily causing grievous hurt to extort confession or information or to compel restoration of property, etc. occurred. The incident happened at market. This occurred around night. The accused is unknown. I have evidence in the form of documents.","Voluntarily causing grievous hurt to extort confession or information or to compel restoration of property, etc.",10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 331,"I wish to file an FIR as voluntarily causing grievous hurt to extort confession or information or to compel restoration of property, etc. has taken place. The incident happened at bus. This occurred around night. The accused is a stranger. I have evidence in the form of medical reports.","Voluntarily causing grievous hurt to extort confession or information or to compel restoration of property, etc.",10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 331,"I would like to report that voluntarily causing grievous hurt to extort confession or information or to compel restoration of property, etc.. The incident happened at public place. This occurred around early morning. The accused is known to me. I have evidence in the form of photographs.","Voluntarily causing grievous hurt to extort confession or information or to compel restoration of property, etc.",10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 331,"On 11-01-2024, I witnessed/experienced voluntarily causing grievous hurt to extort confession or information or to compel restoration of property, etc.. The incident happened at train. This occurred around morning. The accused is a stranger. I have evidence in the form of witnesses.","Voluntarily causing grievous hurt to extort confession or information or to compel restoration of property, etc.",10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 331,"I would like to report that voluntarily causing grievous hurt to extort confession or information or to compel restoration of property, etc.. The incident happened at workplace. This occurred around morning. The accused is a relative. I have evidence in the form of physical evidence.","Voluntarily causing grievous hurt to extort confession or information or to compel restoration of property, etc.",10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 332,I am filing this complaint regarding an incident where voluntarily causing hurt to deter public servant from his duty. The incident happened at market. This occurred around evening. The accused is known to me. I have evidence in the form of witnesses.,Voluntarily causing hurt to deter public servant from his duty,3 Years or Fine or Both,Cognizable,Non-Bailable,Magistrate First Class
Section 332,I am filing this complaint regarding an incident where voluntarily causing hurt to deter public servant from his duty. The incident happened at workplace. This occurred around afternoon. The accused is a colleague. I have evidence in the form of documents.,Voluntarily causing hurt to deter public servant from his duty,3 Years or Fine or Both,Cognizable,Non-Bailable,Magistrate First Class
Section 332,I am filing this complaint regarding an incident where voluntarily causing hurt to deter public servant from his duty. The incident happened at workplace. This occurred around afternoon. The accused is known to me. I have evidence in the form of medical reports.,Voluntarily causing hurt to deter public servant from his duty,3 Years or Fine or Both,Cognizable,Non-Bailable,Magistrate First Class
Section 332,I am filing this complaint regarding an incident where voluntarily causing hurt to deter public servant from his duty. The incident happened at road. This occurred around evening. The accused is a colleague. I have evidence in the form of medical reports.,Voluntarily causing hurt to deter public servant from his duty,3 Years or Fine or Both,Cognizable,Non-Bailable,Magistrate First Class
Section 332,I would like to report that voluntarily causing hurt to deter public servant from his duty. The incident happened at shop. This occurred around early morning. The accused is unknown. I have evidence in the form of photographs.,Voluntarily causing hurt to deter public servant from his duty,3 Years or Fine or Both,Cognizable,Non-Bailable,Magistrate First Class
Section 333,I wish to file an FIR as voluntarily causing grievous hurt to deter public servant from his duty has taken place. The incident happened at shop. This occurred around night. The accused is my neighbor. I have evidence in the form of witnesses.,Voluntarily causing grievous hurt to deter public servant from his duty,10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 333,I would like to report that voluntarily causing grievous hurt to deter public servant from his duty. The incident happened at public place. This occurred around afternoon. The accused is a colleague. I have evidence in the form of witnesses.,Voluntarily causing grievous hurt to deter public servant from his duty,10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 333,"On 22-09-2023, I witnessed/experienced voluntarily causing grievous hurt to deter public servant from his duty. The incident happened at workplace. This occurred around early morning. The accused is my neighbor. I have evidence in the form of witnesses.",Voluntarily causing grievous hurt to deter public servant from his duty,10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 333,I would like to report that voluntarily causing grievous hurt to deter public servant from his duty. The incident happened at train. This occurred around morning. The accused is my neighbor. I have evidence in the form of video recording.,Voluntarily causing grievous hurt to deter public servant from his duty,10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 333,"On 27-01-2024, I witnessed/experienced voluntarily causing grievous hurt to deter public servant from his duty. The incident happened at public place. This occurred around night. The accused is known to me. I have evidence in the form of documents.",Voluntarily causing grievous hurt to deter public servant from his duty,10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 334,"This is to report that on 06-11-2024, voluntarily causing hurt on grave and sudden provocation, not intending to hurt any other than the person who gave the provocation occurred. The incident happened at shop. This occurred around morning. The accused is a relative. I have evidence in the form of medical reports.","Voluntarily causing hurt on grave and sudden provocation, not intending to hurt any other than the person who gave the provocation",1 Month or Fine or Both,Non-Cognizable,Bailable,Any Magistrate
Section 334,"I would like to report that voluntarily causing hurt on grave and sudden provocation, not intending to hurt any other than the person who gave the provocation. The incident happened at public place. This occurred around evening. The accused is a colleague. I have evidence in the form of witnesses.","Voluntarily causing hurt on grave and sudden provocation, not intending to hurt any other than the person who gave the provocation",1 Month or Fine or Both,Non-Cognizable,Bailable,Any Magistrate
Section 334,"I am filing this complaint regarding an incident where voluntarily causing hurt on grave and sudden provocation, not intending to hurt any other than the person who gave the provocation. The incident happened at bus. This occurred around afternoon. The accused is a stranger. I have evidence in the form of witnesses.","Voluntarily causing hurt on grave and sudden provocation, not intending to hurt any other than the person who gave the provocation",1 Month or Fine or Both,Non-Cognizable,Bailable,Any Magistrate
Section 334,"On 18-01-2025, I witnessed/experienced voluntarily causing hurt on grave and sudden provocation, not intending to hurt any other than the person who gave the provocation. The incident happened at home. This occurred around evening. The accused is unknown. I have evidence in the form of medical reports.","Voluntarily causing hurt on grave and sudden provocation, not intending to hurt any other than the person who gave the provocation",1 Month or Fine or Both,Non-Cognizable,Bailable,Any Magistrate
Section 334,"On 13-03-2025, I witnessed/experienced voluntarily causing hurt on grave and sudden provocation, not intending to hurt any other than the person who gave the provocation. The incident happened at road. This occurred around afternoon. The accused is a stranger. I have evidence in the form of documents.","Voluntarily causing hurt on grave and sudden provocation, not intending to hurt any other than the person who gave the provocation",1 Month or Fine or Both,Non-Cognizable,Bailable,Any Magistrate
