URL,Description,Offense,Punishment,Cognizable,Bailable,Court,Section_Number,Cleaned_Description,Processed_Description,Processed_Offense,FIR_Complaint
https://lawrato.com/indian-kanoon/ipc/section-492,"Description of IPC Section 492
According to section 492 of Indian penal code, Repealed by the Workmen?s Breach of Contract (Repealing) Act, 1925 (3 of 1925), s. 2 and Sch.",,,,,,Section 492,"Description of IPC Section 492 According to section 492 of Indian penal code, Repealed by the Workmen?s Breach of Contract (Repealing) Act, 1925 (3 of 1925), s. 2 and Sch.",description ipc section 492 according section 492 indian penal code repealed workman breach contract repealing act 1925 3 1925 2 sch,,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Ayush Nair, wish to lodge a formal complaint regarding an incident that occurred on 16-04-2024, at approximately 12:15 AM, at the school. an unidentified man  committed the offense. I have CCTV footage, physical evidence and call records as evidence. I request a thorough investigation into this matter and appropriate legal proceedings."
https://lawrato.com/indian-kanoon/ipc/section-493,"Description of IPC Section 493
According to section 493 of Indian penal code, Every man who by deceit causes any woman who is not lawfully married to him to believe that she is lawfully married to him and to cohabit or have sexual intercourse with him in that belief, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.


IPC 493 in Simple Words
If a man deceives an unmarried woman into believing that she is lawfully married to him and engages in a relationship or sexual intercourse with her based on that false belief, he can be punished with imprisonment for up to ten years and may also be fined.",A man by deceit causing a woman not lawfully married to him to believe that she is lawfully married to him and to cohabit with him in that belief,10 Years + Fine,Non-Cognizable,Non-Bailable,Magistrate First Class,Section 493,"Description of IPC Section 493 According to section 493 of Indian penal code, Every man who by deceit causes any woman who is not lawfully married to him to believe that she is lawfully married to him and to cohabit or have sexual intercourse with him in that belief, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine. IPC 493 in Simple Words If a man deceives an unmarried woman into believing that she is lawfully married to him and engages in a relationship or sexual intercourse with her based on that false belief, he can be punished with imprisonment for up to ten years and may also be fined.",description ipc section 493 according section 493 indian penal code every man deceit cause woman not lawfully married believe lawfully married cohabit sexual intercourse with belief shall punished with imprisonment either description term may extend ten year shall also liable fine ipc 493 simple word man deceives unmarried woman believing lawfully married engages relationship sexual intercourse with based false belief punished with imprisonment ten year may also fined,man deceit causing woman not lawfully married believe lawfully married cohabit with belief,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding a man by deceit causing a woman not lawfully married to him to believe that she is lawfully married to him and to cohabit with him in that belief. Respected Sir/Madam, I, Kabir Verma, wish to lodge a formal complaint regarding a man by deceit causing a woman not lawfully married to him to believe that she is lawfully married to him and to cohabit with him in that belief that occurred on 30-11-2023, just before 1:30 AM, at the metro in Indore. a local resident named Dhruv Mukherjee, carrying a sharp object  perpetrated a man by deceit causing a woman not lawfully married to him to believe that she is lawfully married to him and to cohabit with him in that belief. I have recovered stolen items, material evidence and eyewitness testimony as evidence. I seek justice and request that the accused be brought to book under relevant sections of law."
https://lawrato.com/indian-kanoon/ipc/section-494,"Description of IPC Section 494
According to section 494 of Indian penal code, Whoever, having a husband or wife living, marries in any case in which such marriage is void by reason of its taking place during the life of such husband or wife, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.


IPC 494 in Simple Words
If someone marries again while their previous husband or wife is still alive, and such a marriage is considered void, they can be punished with imprisonment for up to seven years and may also be fined.

Cited by
Musstt Rehana Begum vs The State Of Assam
Surajmani Stella Kujur vs Durga Charan Hansdah
Ravinder Kumar And Anr vs State Of Punjab
Ravinder Kaur vs Anil Kumar
Lily Thomas Etc Etc vs Union Of India",Marrying again during the life-time of a husband or wife,7 Years + Fine,Non-Cognizable,Bailable,Magistrate First Class,Section 494,"Description of IPC Section 494 According to section 494 of Indian penal code, Whoever, having a husband or wife living, marries in any case in which such marriage is void by reason of its taking place during the life of such husband or wife, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine. IPC 494 in Simple Words If someone marries again while their previous husband or wife is still alive, and such a marriage is considered void, they can be punished with imprisonment for up to seven years and may also be fined. Cited by Musstt Rehana Begum vs The State Of Assam Surajmani Stella Kujur vs Durga Charan Hansdah Ravinder Kumar And Anr vs State Of Punjab Ravinder Kaur vs Anil Kumar Lily Thomas Etc Etc vs Union Of India",description ipc section 494 according section 494 indian penal code whoever husband wife living marries case marriage void reason taking place life husband wife shall punished with imprisonment either description term may extend seven year shall also liable fine ipc 494 simple word someone marries previous husband wife still alive marriage considered void punished with imprisonment seven year may also fined cited musstt rehana begum v state assam surajmani stella kujur v durga charan hansdah ravinder kumar anr v state punjab ravinder kaur v anil kumar lily thomas etc etc v union india,marrying life time husband wife,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding marrying again during the life-time of a husband or wife. Respected Sir/Madam, I, Reyansh Mehta, wish to lodge a formal complaint regarding marrying again during the life-time of a husband or wife that occurred on 28-05-2023, early morning, at the laboratory in Jayanagar. my neighbor Krishna Reddy  engaged in marrying again during the life-time of a husband or wife. I have transaction records as evidence. I request that appropriate legal action be taken against the accused."
https://lawrato.com/indian-kanoon/ipc/section-495,"Description of IPC Section 495
According to section 495 of Indian penal code, Whoever commits the offence defined in the last preceding section having concealed from the person with whom the subsequent marriage is contracted, the fact of the former marriage, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.


IPC 495 in Simple Words
If someone commits the offense of marrying again without disclosing their previous marriage to the new spouse, they can be punished with imprisonment for up to ten years and may also be fined.",Same offence with concealment of the former marriage from the person with whom subsequent marriage is contracted,10 Years + Fine,Non-Cognizable,Bailable,Magistrate First Class,Section 495,"Description of IPC Section 495 According to section 495 of Indian penal code, Whoever commits the offence defined in the last preceding section having concealed from the person with whom the subsequent marriage is contracted, the fact of the former marriage, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine. IPC 495 in Simple Words If someone commits the offense of marrying again without disclosing their previous marriage to the new spouse, they can be punished with imprisonment for up to ten years and may also be fined.",description ipc section 495 according section 495 indian penal code whoever commits offence defined last preceding section concealed person with subsequent marriage contracted fact former marriage shall punished with imprisonment either description term may extend ten year shall also liable fine ipc 495 simple word someone commits offense marrying without disclosing previous marriage new spouse punished with imprisonment ten year may also fined,offence with concealment former marriage person with subsequent marriage contracted,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding same offence with concealment of the former marriage from the person with whom subsequent marriage is contracted. Respected Sir/Madam, I, Ananya Bose, wish to lodge a formal complaint regarding same offence with concealment of the former marriage from the person with whom subsequent marriage is contracted that occurred on 14-06-2024, between 6:45 and 8:45 AM, at my residence in Kanpur. my landlord Anita Dutta, of approximately medium height and medium build  carried out same offence with concealment of the former marriage from the person with whom subsequent marriage is contracted. I have call records, digital communications and documentary proof as evidence. I seek justice and request that the accused be brought to book under relevant sections of law."
https://lawrato.com/indian-kanoon/ipc/section-496,"Description of IPC Section 496
According to section 496 of Indian penal code, Whoever, dishonestly or with a fraudulent intention, goes through the ceremony of being married, knowing that he is not thereby lawfully married, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.


IPC 496 in Simple Words
If someone dishonestly or fraudulently undergoes a marriage ceremony, knowing they are not lawfully married, they can be punished with imprisonment for up to seven years and may also be fined.",A person with fraudulent intention going through the ceremony of being married knowing that he is not thereby lawfully married,7 Years + Fine,Non-Cognizable,Bailable,Magistrate First Class,Section 496,"Description of IPC Section 496 According to section 496 of Indian penal code, Whoever, dishonestly or with a fraudulent intention, goes through the ceremony of being married, knowing that he is not thereby lawfully married, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine. IPC 496 in Simple Words If someone dishonestly or fraudulently undergoes a marriage ceremony, knowing they are not lawfully married, they can be punished with imprisonment for up to seven years and may also be fined.",description ipc section 496 according section 496 indian penal code whoever dishonestly with fraudulent intention go ceremony married knowing not thereby lawfully married shall punished with imprisonment either description term may extend seven year shall also liable fine ipc 496 simple word someone dishonestly fraudulently undergoes marriage ceremony knowing not lawfully married punished with imprisonment seven year may also fined,person with fraudulent intention going ceremony married knowing not thereby lawfully married,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding a person with fraudulent intention going through the ceremony of being married knowing that he is not thereby lawfully married. Respected Sir/Madam, I, Raj Dutta, wish to lodge a formal complaint regarding a person with fraudulent intention going through the ceremony of being married knowing that he is not thereby lawfully married that occurred on 30-01-2024, in the morning, at the main road in Adyar. my business associate Krishna Jain, driving a white car  defrauded me by creating fake documents, causing a loss of Rs. 38,90,386. I have expert testimony and recovered stolen items as evidence. I request a thorough investigation into this matter and appropriate legal proceedings."
https://lawrato.com/indian-kanoon/ipc/section-497,"Description of IPC Section 497
According to section 497 of Indian penal code, Whoever has sexual intercourse with a person who is and whom he knows or has reason to believe to be the wife of another man, without the consent or connivance of that man, such sexual intercourse not amounting to the offence of rape, is guilty of the offence of adultery, and shall be punished with imprisonment of either description for a term which may extend to five years, or with fine, or with both. In such case the wife shall not be punishable as an abettor.


IPC 497 in Simple Words
If someone has sexual intercourse with a married woman without her husband's consent, it is considered adultery and can be punished with imprisonment for up to five years, a fine, or both; the wife will not be punished as an abettor in this case.

Cited by
S Khushboo vs Kanniammal and Anr
Lily Thomas Etc Etc vs Union Of India and Ors
Athul Rao vs State Of Karnataka
Joseph Shine vs Union Of India
Independent Thought vs Union Of India",Adultery,5 Years or Fine or Both,Non-Cognizable,Bailable,Magistrate First Class,Section 497,"Description of IPC Section 497 According to section 497 of Indian penal code, Whoever has sexual intercourse with a person who is and whom he knows or has reason to believe to be the wife of another man, without the consent or connivance of that man, such sexual intercourse not amounting to the offence of rape, is guilty of the offence of adultery, and shall be punished with imprisonment of either description for a term which may extend to five years, or with fine, or with both. In such case the wife shall not be punishable as an abettor. IPC 497 in Simple Words If someone has sexual intercourse with a married woman without her husband's consent, it is considered adultery and can be punished with imprisonment for up to five years, a fine, or both; the wife will not be punished as an abettor in this case. Cited by S Khushboo vs Kanniammal and Anr Lily Thomas Etc Etc vs Union Of India and Ors Athul Rao vs State Of Karnataka Joseph Shine vs Union Of India Independent Thought vs Union Of India",description ipc section 497 according section 497 indian penal code whoever sexual intercourse with person know reason believe wife another man without consent connivance man sexual intercourse not amounting offence rape guilty offence adultery shall punished with imprisonment either description term may extend five year with fine with case wife shall not punishable abettor ipc 497 simple word someone sexual intercourse with married woman without husband consent considered adultery punished with imprisonment five year fine wife not punished abettor case cited khushboo v kanniammal anr lily thomas etc etc v union india or athul rao v state karnataka joseph shine v union india independent thought v union india,adultery,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding adultery. Respected Sir/Madam, I, Anjali Sharma, wish to lodge a formal complaint regarding adultery that occurred on 22-08-2024, shortly after 9:00 AM, at the shop in Bangalore. my acquaintance Reyansh Kumar, speaking in Hindi  perpetrated adultery. I have video recordings, material evidence and forensic evidence as evidence. I request a thorough investigation into this matter and appropriate legal proceedings."
https://lawrato.com/indian-kanoon/ipc/section-498,"Description of IPC Section 498
According to section 498 of Indian penal code, Whoever takes or entices away any woman who is and whom he knows or has reason to believe to be the wife of any other man, from that man, or from any person having the care of her on behalf of that man, with intent that she may have illicit intercourse with any person, or conceals or detains with that intent any such woman, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.


IPC 498 in Simple Words
If someone takes or lures away a woman who they know is married to another man, with the intention that she engages in illicit relations with anyone else, or if they hide or detain her with that intention, they can be punished with imprisonment for up to two years, a fine, or both.

Cited by
Vikas vs State Of Rajasthan
Athul Rao vs State Of Karnataka
Jayaram Vithoba And Another vs The State Of Bombay
Gurcharan Singh and Ors vs State Delhi Administration
Joseph Shine vs Union Of India",Enticing or taking away or detaining with a criminal intent a married woman,2 Years and Fine,Non-Cognizable,Bailable,Any Magistrate,Section 498,"Description of IPC Section 498 According to section 498 of Indian penal code, Whoever takes or entices away any woman who is and whom he knows or has reason to believe to be the wife of any other man, from that man, or from any person having the care of her on behalf of that man, with intent that she may have illicit intercourse with any person, or conceals or detains with that intent any such woman, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both. IPC 498 in Simple Words If someone takes or lures away a woman who they know is married to another man, with the intention that she engages in illicit relations with anyone else, or if they hide or detain her with that intention, they can be punished with imprisonment for up to two years, a fine, or both. Cited by Vikas vs State Of Rajasthan Athul Rao vs State Of Karnataka Jayaram Vithoba And Another vs The State Of Bombay Gurcharan Singh and Ors vs State Delhi Administration Joseph Shine vs Union Of India",description ipc section 498 according section 498 indian penal code whoever take entices away woman know reason believe wife man man person care behalf man with intent may illicit intercourse with person conceals detains with intent woman shall punished with imprisonment either description term may extend two year with fine with ipc 498 simple word someone take lure away woman know married another man with intention engages illicit relation with anyone else hide detain with intention punished with imprisonment two year fine cited vikas v state rajasthan athul rao v state karnataka jayaram vithoba another v state bombay gurcharan singh or v state delhi administration joseph shine v union india,enticing taking away detaining with criminal intent married woman,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding enticing or taking away or detaining with a criminal intent a married woman. Respected Sir/Madam, I, Pooja Malhotra, wish to lodge a formal complaint regarding enticing or taking away or detaining with a criminal intent a married woman that occurred on 28-03-2025, just before 12:45 PM, at the factory near Stadium. my colleague Diya Kapoor  carried out enticing or taking away or detaining with a criminal intent a married woman. I have video recordings as evidence. I seek justice and request that the accused be brought to book under relevant sections of law."
https://lawrato.com/indian-kanoon/ipc/section-498A,"Description of IPC Section 498A
According to section 498A of Indian penal code, Whoever, being the husband or the relative of the husband of a woman, subjects such woman to cruelty shall be punished with imprisonment for a term which may extend to three years and shall also be liable to fine.


IPC 498A in Simple Words
If a woman's husband or a relative of the husband mistreats her, they can be punished with up to three years of imprisonment and may have to pay a fine.

Cited by
Meera vs State
Preeti Gupta vs State Of Jharkhand
Manju Ram Kalita vs State Of Assam
Sushil Kumar Sharma vs Union Of India And Ors
Arnesh Kumar vs State Of Bihar",Punishment for subjecting a married woman to Cruelty,3 Years + Fine,Non-Cognizable,Non-Bailable,Magistrate First Class,Section 498A,"Description of IPC Section 498A According to section 498A of Indian penal code, Whoever, being the husband or the relative of the husband of a woman, subjects such woman to cruelty shall be punished with imprisonment for a term which may extend to three years and shall also be liable to fine. IPC 498A in Simple Words If a woman's husband or a relative of the husband mistreats her, they can be punished with up to three years of imprisonment and may have to pay a fine. Cited by Meera vs State Preeti Gupta vs State Of Jharkhand Manju Ram Kalita vs State Of Assam Sushil Kumar Sharma vs Union Of India And Ors Arnesh Kumar vs State Of Bihar",description ipc section 498a according section 498a indian penal code whoever husband relative husband woman subject woman cruelty shall punished with imprisonment term may extend three year shall also liable fine ipc 498a simple word woman husband relative husband mistreats punished with three year imprisonment may pay fine cited meera v state preeti gupta v state jharkhand manju ram kalita v state assam sushil kumar sharma v union india or arnesh kumar v state bihar,punishment subjecting married woman cruelty,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding punishment for subjecting a married woman to cruelty. Respected Sir/Madam, I, Vikram Chauhan, wish to lodge a formal complaint regarding punishment for subjecting a married woman to cruelty that occurred on 06-05-2023, shortly after 5:00 PM, at my office near Stadium. a group of unknown individuals, of approximately tall height and slim build  perpetrated punishment for subjecting a married woman to cruelty. I have documentary proof, photographs and digital communications as evidence. I urge the authorities to register an FIR and take necessary action."
https://lawrato.com/indian-kanoon/ipc/section-499,"Description of IPC Section 499
According to section 499 of Indian penal code, Whoever by words either spoken or intended to be read, or by signs or by visible representations, makes or publishes any imputation concerning any person intending to harm, or knowing or having reason to believe that such imputation will harm, the reputation of such person, is said, except in the cases hereinafter excepted, to defame that person.


IPC 499 in Simple Words
If someone makes or publishes false statements, signs, or visible representations with the intention to harm or with knowledge that it will harm the reputation of another person, they are said to defame that person, except in specific exempted cases.

Cited by
Miss Xyz vs The State Of Gujarat
Manohar Lal Sharma vs Sanjay Leela Bhansali
Arnab Ranjan Goswami vs Union Of India
Manoj Kumar Tiwari vs Manish Sisodia
Mohammed Abdulla Khan vs Prakash K",,,,,,Section 499,"Description of IPC Section 499 According to section 499 of Indian penal code, Whoever by words either spoken or intended to be read, or by signs or by visible representations, makes or publishes any imputation concerning any person intending to harm, or knowing or having reason to believe that such imputation will harm, the reputation of such person, is said, except in the cases hereinafter excepted, to defame that person. IPC 499 in Simple Words If someone makes or publishes false statements, signs, or visible representations with the intention to harm or with knowledge that it will harm the reputation of another person, they are said to defame that person, except in specific exempted cases. Cited by Miss Xyz vs The State Of Gujarat Manohar Lal Sharma vs Sanjay Leela Bhansali Arnab Ranjan Goswami vs Union Of India Manoj Kumar Tiwari vs Manish Sisodia Mohammed Abdulla Khan vs Prakash K",description ipc section 499 according section 499 indian penal code whoever word either spoken intended read sign visible representation make publishes imputation concerning person intending harm knowing reason believe imputation harm reputation person said except case hereinafter excepted defame person ipc 499 simple word someone make publishes false statement sign visible representation with intention harm with knowledge harm reputation another person said defame person except specific exempted case cited miss xyz v state gujarat manohar lal sharma v sanjay leela bhansali arnab ranjan goswami v union india manoj kumar tiwari v manish sisodia mohammed abdulla khan v prakash k,,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Rohit Kumar, wish to lodge a formal complaint regarding an incident that occurred on 17-03-2024, during the night, at my home. my acquaintance Sara Roy, speaking in local dialect  engaged in the offense. I have CCTV footage, video recordings and recovered stolen items as evidence. I seek justice and request that the accused be brought to book under relevant sections of law."
https://lawrato.com/indian-kanoon/ipc/section-500,"Description of IPC Section 500
According to section 500 of Indian penal code, Whoever defames another shall be punished with simple imprisonment for a term which may extend to two years, or with fine, or with both.


IPC 500 in Simple Words
If someone defames another person, they can be punished with up to two years of simple imprisonment, a fine, or both.",Defamation against the President or the Vice-president or the Governor of a State or Administrator of a Union Territory or a Minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the Public Prosecutor,Simple Imprisonment for 2 Years or Fine or Both,Non-Cognizable,Bailable,Court of Session,Section 500,"Description of IPC Section 500 According to section 500 of Indian penal code, Whoever defames another shall be punished with simple imprisonment for a term which may extend to two years, or with fine, or with both. IPC 500 in Simple Words If someone defames another person, they can be punished with up to two years of simple imprisonment, a fine, or both.",description ipc section 500 according section 500 indian penal code whoever defames another shall punished with simple imprisonment term may extend two year with fine with ipc 500 simple word someone defames another person punished with two year simple imprisonment fine,defamation against president vice president governor state administrator union territory minister respect conduct discharge public function instituted upon complaint made public prosecutor,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding defamation against the president or the vice-president or the governor of a state or administrator of a union territory or a minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the public prosecutor. Respected Sir/Madam, I, Navya Jain, wish to lodge a formal complaint regarding defamation against the president or the vice-president or the governor of a state or administrator of a union territory or a minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the public prosecutor that occurred on 16-12-2023, at approximately 2:15 PM, at the community center. an unidentified man, aged around 45-50 years  perpetrated defamation against the president or the vice-president or the governor of a state or administrator of a union territory or a minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the public prosecutor. I have transaction records, physical evidence and material evidence as evidence. I request a thorough investigation into this matter and appropriate legal proceedings."
https://lawrato.com/indian-kanoon/ipc/section-501,"Description of IPC Section 501
According to section 501 of Indian penal code, Whoever prints or engraves any matter, knowing or having good reason to believe that such matter is defamatory of any person, shall be punished with simple imprisonment for a term which may extend to two years, or with fine, or with both.


IPC 501 in Simple Words
If someone prints or engraves any content, knowing or having good reason to believe that it is defamatory about a person, they can be punished with up to two years of simple imprisonment, a fine, or both.",Printing or engraving matter knowing it to be defamatory against the President or the Vice-President or the Governor of a State or Administrator of a Union territory or a Minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the Public Prosecutor,Simple Imprisonment for 2 Years or Fine or Both,Non-Cognizable,Bailable,Court of Session,Section 501,"Description of IPC Section 501 According to section 501 of Indian penal code, Whoever prints or engraves any matter, knowing or having good reason to believe that such matter is defamatory of any person, shall be punished with simple imprisonment for a term which may extend to two years, or with fine, or with both. IPC 501 in Simple Words If someone prints or engraves any content, knowing or having good reason to believe that it is defamatory about a person, they can be punished with up to two years of simple imprisonment, a fine, or both.",description ipc section 501 according section 501 indian penal code whoever print engraves matter knowing good reason believe matter defamatory person shall punished with simple imprisonment term may extend two year with fine with ipc 501 simple word someone print engraves content knowing good reason believe defamatory person punished with two year simple imprisonment fine,printing engraving matter knowing defamatory against president vice president governor state administrator union territory minister respect conduct discharge public function instituted upon complaint made public prosecutor,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding printing or engraving matter knowing it to be defamatory against the president or the vice-president or the governor of a state or administrator of a union territory or a minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the public prosecutor. Respected Sir/Madam, I, Suman Nair, wish to lodge a formal complaint regarding printing or engraving matter knowing it to be defamatory against the president or the vice-president or the governor of a state or administrator of a union territory or a minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the public prosecutor that occurred on 26-09-2023, early evening, at the bus stop. a group of unknown individuals, driving a orange motorcycle  perpetrated printing or engraving matter knowing it to be defamatory against the president or the vice-president or the governor of a state or administrator of a union territory or a minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the public prosecutor. I have digital communications, eyewitness testimony and recovered stolen items as evidence. I urge the authorities to register an FIR and take necessary action."
https://lawrato.com/indian-kanoon/ipc/section-502,"Description of IPC Section 502
According to section 502 of Indian penal code, Whoever sells or offers for sale any printed or engraved substance containing defamatory matter, knowing that it contains such matter, shall be punished with simple imprisonment for a term which may extend to two years, or with fine, or with both.


IPC 502 in Simple Words
If someone knowingly sells or offers for sale any printed or engraved material containing defamatory content, they can be punished with up to two years of simple imprisonment, a fine, or both.

Cited by
Gambhirsinh R Dekare vs Falgunbhai Chimanbhai Patel and Anr
Aroon Purie vs State Of Nct Of Delhi
S Khushboo vs Kanniammal and Anr
Rajdeep Sardesai vs State Of A P and Ors
Mohammed Abdulla Khan vs Prakash K","Sale of printed or engraved substance containing defamatory matter, knowing it to contain such matter against the President or the Vice-President or the Governor of a State or Administrator of a Union territory or a Minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the Public Prosecutor",Simple Imprisonment for 2 Years or Fine or Both,Non-Cognizable,Bailable,Court of Session,Section 502,"Description of IPC Section 502 According to section 502 of Indian penal code, Whoever sells or offers for sale any printed or engraved substance containing defamatory matter, knowing that it contains such matter, shall be punished with simple imprisonment for a term which may extend to two years, or with fine, or with both. IPC 502 in Simple Words If someone knowingly sells or offers for sale any printed or engraved material containing defamatory content, they can be punished with up to two years of simple imprisonment, a fine, or both. Cited by Gambhirsinh R Dekare vs Falgunbhai Chimanbhai Patel and Anr Aroon Purie vs State Of Nct Of Delhi S Khushboo vs Kanniammal and Anr Rajdeep Sardesai vs State Of A P and Ors Mohammed Abdulla Khan vs Prakash K",description ipc section 502 according section 502 indian penal code whoever sell offer sale printed engraved substance containing defamatory matter knowing contains matter shall punished with simple imprisonment term may extend two year with fine with ipc 502 simple word someone knowingly sell offer sale printed engraved material containing defamatory content punished with two year simple imprisonment fine cited gambhirsinh r dekare v falgunbhai chimanbhai patel anr aroon purie v state nct delhi khushboo v kanniammal anr rajdeep sardesai v state p or mohammed abdulla khan v prakash k,sale printed engraved substance containing defamatory matter knowing contain matter against president vice president governor state administrator union territory minister respect conduct discharge public function instituted upon complaint made public prosecutor,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding sale of printed or engraved substance containing defamatory matter, knowing it to contain such matter against the president or the vice-president or the governor of a state or administrator of a union territory or a minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the public prosecutor. Respected Sir/Madam, I, Neha Verma, wish to lodge a formal complaint regarding sale of printed or engraved substance containing defamatory matter, knowing it to contain such matter against the president or the vice-president or the governor of a state or administrator of a union territory or a minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the public prosecutor that occurred on 01-01-2024, late afternoon, at my apartment. my business associate Vihaan Mukherjee, wearing a purple shirt and brown pants  perpetrated sale of printed or engraved substance containing defamatory matter, knowing it to contain such matter against the president or the vice-president or the governor of a state or administrator of a union territory or a minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the public prosecutor. I have recovered stolen items as evidence. I urge the authorities to register an FIR and take necessary action."
https://lawrato.com/indian-kanoon/ipc/section-503,"Description of IPC Section 503
According to section 503 of Indian penal code, Whoever threatens another with any injury to his person, reputation or property, or to the person or reputation of any one in whom that person is interested, with intent to cause alarm to that person, or to cause that person to do any act which he is not legally bound to do, or to omit to do any act which that person is legally entitled to do, as the means of avoiding the execution of such threat, commits criminal intimidation.


IPC 503 in Simple Words
Criminal intimidation is when someone threatens another with harm to their person, reputation, or property, intending to cause fear or coerce them into doing something they are not legally required to do or refraining from an act they have a legal right to do.",,,,,,Section 503,"Description of IPC Section 503 According to section 503 of Indian penal code, Whoever threatens another with any injury to his person, reputation or property, or to the person or reputation of any one in whom that person is interested, with intent to cause alarm to that person, or to cause that person to do any act which he is not legally bound to do, or to omit to do any act which that person is legally entitled to do, as the means of avoiding the execution of such threat, commits criminal intimidation. IPC 503 in Simple Words Criminal intimidation is when someone threatens another with harm to their person, reputation, or property, intending to cause fear or coerce them into doing something they are not legally required to do or refraining from an act they have a legal right to do.",description ipc section 503 according section 503 indian penal code whoever threatens another with injury person reputation property person reputation one person interested with intent cause alarm person cause person act not legally bound omit act person legally entitled mean avoiding execution threat commits criminal intimidation ipc 503 simple word criminal intimidation someone threatens another with harm person reputation property intending cause fear coerce something not legally required refraining act legal right,,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Geeta Chauhan, wish to lodge a formal complaint regarding an incident that occurred on 03-06-2024, in the morning, at the commercial complex in Bhopal. my tenant Geeta Sharma, with a mustache  perpetrated the offense. I have recovered stolen items, call records and CCTV footage as evidence. I seek justice and request that the accused be brought to book under relevant sections of law."
